,location_name,datetimeUtc,O3,pm25,No2,unit,AQI_O3,AQI_PM25,AQI_NO2,AQI
1140,Sofienbergparken,2024-04-25 18:00:00+00:00,75.0,3.4,7.5,µg/m³,32.0,14.0,7.0,32.0
1141,Sofienbergparken,2024-04-25 19:00:00+00:00,67.0,2.9,13.0,µg/m³,29.0,12.0,12.0,29.0
1142,Sofienbergparken,2024-04-25 20:00:00+00:00,62.0,4.3,11.0,µg/m³,27.0,18.0,10.0,27.0
1143,Sofienbergparken,2024-04-25 21:00:00+00:00,51.0,7.4,18.0,µg/m³,22.0,31.0,17.0,31.0
1144,Sofienbergparken,2024-04-25 22:00:00+00:00,60.0,3.3,7.9,µg/m³,26.0,14.0,7.0,26.0
1145,Sofienbergparken,2024-04-25 23:00:00+00:00,54.0,3.0,5.5,µg/m³,23.0,12.0,5.0,23.0
1146,Sofienbergparken,2024-04-26 00:00:00+00:00,52.0,3.8,8.0,µg/m³,22.0,16.0,8.0,22.0
1147,Sofienbergparken,2024-04-26 01:00:00+00:00,53.0,3.9,4.4,µg/m³,23.0,16.0,4.0,23.0
1148,Sofienbergparken,2024-04-26 02:00:00+00:00,61.0,3.5,3.8,µg/m³,26.0,15.0,4.0,26.0
1149,Sofienbergparken,2024-04-26 03:00:00+00:00,63.0,4.5,4.3,µg/m³,27.0,19.0,4.0,27.0
1150,Sofienbergparken,2024-04-26 04:00:00+00:00,54.0,2.5,4.8,µg/m³,23.0,10.0,5.0,23.0
1151,Sofienbergparken,2024-04-26 05:00:00+00:00,55.0,5.4,6.4,µg/m³,24.0,23.0,6.0,24.0
1152,Sofienbergparken,2024-04-26 06:00:00+00:00,51.0,6.7,8.1,µg/m³,22.0,28.0,8.0,28.0
1153,Sofienbergparken,2024-04-26 07:00:00+00:00,52.0,7.9,8.0,µg/m³,22.0,33.0,8.0,33.0
1154,Sofienbergparken,2024-04-26 08:00:00+00:00,56.0,3.6,7.1,µg/m³,24.0,15.0,7.0,24.0
1155,Sofienbergparken,2024-04-26 09:00:00+00:00,58.0,2.6,10.0,µg/m³,25.0,11.0,9.0,25.0
1156,Sofienbergparken,2024-04-26 10:00:00+00:00,68.0,5.0,10.0,µg/m³,29.0,21.0,9.0,29.0
1157,Sofienbergparken,2024-04-26 11:00:00+00:00,76.0,2.8,7.4,µg/m³,33.0,12.0,7.0,33.0
1158,Sofienbergparken,2024-04-26 12:00:00+00:00,85.0,3.8,5.3,µg/m³,37.0,16.0,5.0,37.0
1159,Sofienbergparken,2024-04-26 13:00:00+00:00,82.0,2.1,7.5,µg/m³,35.0,9.0,7.0,35.0
1160,Sofienbergparken,2024-04-26 14:00:00+00:00,81.0,2.1,7.9,µg/m³,35.0,9.0,7.0,35.0
1161,Sofienbergparken,2024-04-26 15:00:00+00:00,85.0,3.5,4.1,µg/m³,37.0,15.0,4.0,37.0
1162,Sofienbergparken,2024-04-26 16:00:00+00:00,83.0,2.0,4.9,µg/m³,36.0,8.0,5.0,36.0
1163,Sofienbergparken,2024-04-26 17:00:00+00:00,83.0,1.8,4.4,µg/m³,36.0,8.0,4.0,36.0
1164,Sofienbergparken,2024-04-26 18:00:00+00:00,82.0,2.7,4.9,µg/m³,35.0,11.0,5.0,35.0
1165,Sofienbergparken,2024-04-26 19:00:00+00:00,79.0,5.1,5.6,µg/m³,34.0,21.0,5.0,34.0
1166,Sofienbergparken,2024-04-26 20:00:00+00:00,68.0,5.3,8.8,µg/m³,29.0,22.0,8.0,29.0
1167,Sofienbergparken,2024-04-26 21:00:00+00:00,54.0,5.2,7.8,µg/m³,23.0,22.0,7.0,23.0
1168,Sofienbergparken,2024-04-26 22:00:00+00:00,50.0,6.5,8.7,µg/m³,22.0,27.0,8.0,27.0
1169,Sofienbergparken,2024-04-26 23:00:00+00:00,50.0,4.2,6.1,µg/m³,22.0,18.0,6.0,22.0
1170,Sofienbergparken,2024-04-27 00:00:00+00:00,47.0,4.4,6.2,µg/m³,20.0,18.0,6.0,20.0
1171,Sofienbergparken,2024-04-27 01:00:00+00:00,46.0,3.0,4.1,µg/m³,20.0,12.0,4.0,20.0
1172,Sofienbergparken,2024-04-27 02:00:00+00:00,45.0,3.1,3.9,µg/m³,19.0,13.0,4.0,19.0
1173,Sofienbergparken,2024-04-27 03:00:00+00:00,42.0,4.5,4.0,µg/m³,18.0,19.0,4.0,19.0
1174,Sofienbergparken,2024-04-27 04:00:00+00:00,42.0,4.0,3.8,µg/m³,18.0,17.0,4.0,18.0
1175,Sofienbergparken,2024-04-27 05:00:00+00:00,42.0,2.0,3.7,µg/m³,18.0,8.0,3.0,18.0
1176,Sofienbergparken,2024-04-27 06:00:00+00:00,42.0,3.3,5.6,µg/m³,18.0,14.0,5.0,18.0
1177,Sofienbergparken,2024-04-27 07:00:00+00:00,45.0,3.1,8.6,µg/m³,19.0,13.0,8.0,19.0
1178,Sofienbergparken,2024-04-27 08:00:00+00:00,63.0,4.6,6.0,µg/m³,27.0,19.0,6.0,27.0
1179,Sofienbergparken,2024-04-27 09:00:00+00:00,70.0,1.1,7.2,µg/m³,30.0,5.0,7.0,30.0
1180,Sofienbergparken,2024-04-27 10:00:00+00:00,74.0,3.3,6.2,µg/m³,32.0,14.0,6.0,32.0
1181,Sofienbergparken,2024-04-27 11:00:00+00:00,78.0,4.2,5.2,µg/m³,34.0,18.0,5.0,34.0
1182,Sofienbergparken,2024-04-27 12:00:00+00:00,84.0,1.7,3.9,µg/m³,36.0,7.0,4.0,36.0
1183,Sofienbergparken,2024-04-27 13:00:00+00:00,85.0,4.4,5.5,µg/m³,37.0,18.0,5.0,37.0
1184,Sofienbergparken,2024-04-27 14:00:00+00:00,80.0,2.2,11.0,µg/m³,35.0,9.0,10.0,35.0
1185,Sofienbergparken,2024-04-27 15:00:00+00:00,88.0,4.3,3.0,µg/m³,38.0,18.0,3.0,38.0
1186,Sofienbergparken,2024-04-27 16:00:00+00:00,89.0,5.5,2.3,µg/m³,39.0,23.0,2.0,39.0
1187,Sofienbergparken,2024-04-27 17:00:00+00:00,89.0,5.2,2.9,µg/m³,39.0,22.0,3.0,39.0
1188,Sofienbergparken,2024-04-27 18:00:00+00:00,83.0,4.2,4.6,µg/m³,36.0,18.0,4.0,36.0
1189,Sofienbergparken,2024-04-27 19:00:00+00:00,76.0,3.7,9.1,µg/m³,33.0,15.0,9.0,33.0
1190,Sofienbergparken,2024-04-27 20:00:00+00:00,71.0,5.0,11.0,µg/m³,31.0,21.0,10.0,31.0
1191,Sofienbergparken,2024-04-27 21:00:00+00:00,68.0,5.3,12.0,µg/m³,29.0,22.0,11.0,29.0
1192,Sofienbergparken,2024-04-27 22:00:00+00:00,33.0,8.1,36.0,µg/m³,14.0,34.0,34.0,34.0
1193,Sofienbergparken,2024-04-27 23:00:00+00:00,36.0,5.9,19.0,µg/m³,16.0,25.0,18.0,25.0
1194,Sofienbergparken,2024-04-28 00:00:00+00:00,37.0,5.7,13.0,µg/m³,16.0,24.0,12.0,24.0
1195,Sofienbergparken,2024-04-28 01:00:00+00:00,44.0,4.6,6.2,µg/m³,19.0,19.0,6.0,19.0
1196,Sofienbergparken,2024-04-28 02:00:00+00:00,46.0,3.2,5.0,µg/m³,20.0,13.0,5.0,20.0
1197,Sofienbergparken,2024-04-28 03:00:00+00:00,49.0,2.9,4.8,µg/m³,21.0,12.0,5.0,21.0
1198,Sofienbergparken,2024-04-28 04:00:00+00:00,66.0,1.8,2.6,µg/m³,29.0,8.0,2.0,29.0
1199,Sofienbergparken,2024-04-28 05:00:00+00:00,71.0,1.0,1.9,µg/m³,31.0,4.0,2.0,31.0
1200,Sofienbergparken,2024-04-28 06:00:00+00:00,69.0,4.3,2.1,µg/m³,30.0,18.0,2.0,30.0
1201,Sofienbergparken,2024-04-28 07:00:00+00:00,66.0,3.1,2.1,µg/m³,29.0,13.0,2.0,29.0
1202,Sofienbergparken,2024-04-28 08:00:00+00:00,65.0,2.1,2.8,µg/m³,28.0,9.0,3.0,28.0
1203,Sofienbergparken,2024-04-28 09:00:00+00:00,67.0,1.6,3.5,µg/m³,29.0,7.0,3.0,29.0
1204,Sofienbergparken,2024-04-28 10:00:00+00:00,66.0,5.0,3.3,µg/m³,29.0,21.0,3.0,29.0
1205,Sofienbergparken,2024-04-28 11:00:00+00:00,62.0,7.6,4.5,µg/m³,27.0,32.0,4.0,32.0
1206,Sofienbergparken,2024-04-28 12:00:00+00:00,62.0,4.8,5.1,µg/m³,27.0,20.0,5.0,27.0
1207,Sofienbergparken,2024-04-28 13:00:00+00:00,61.0,3.6,6.6,µg/m³,26.0,15.0,6.0,26.0
1208,Sofienbergparken,2024-04-28 14:00:00+00:00,63.0,-0.56,5.1,µg/m³,27.0,,5.0,27.0
1209,Sofienbergparken,2024-04-28 15:00:00+00:00,63.0,6.4,4.6,µg/m³,27.0,27.0,4.0,27.0
1210,Sofienbergparken,2024-04-28 16:00:00+00:00,61.0,5.6,5.2,µg/m³,26.0,23.0,5.0,26.0
1211,Sofienbergparken,2024-04-28 17:00:00+00:00,61.0,1.9,4.9,µg/m³,26.0,8.0,5.0,26.0
1212,Sofienbergparken,2024-04-28 18:00:00+00:00,60.0,4.6,5.1,µg/m³,26.0,19.0,5.0,26.0
1213,Sofienbergparken,2024-04-28 19:00:00+00:00,60.0,1.1,4.1,µg/m³,26.0,5.0,4.0,26.0
1214,Sofienbergparken,2024-04-28 20:00:00+00:00,56.0,2.8,5.6,µg/m³,24.0,12.0,5.0,24.0
1215,Sofienbergparken,2024-04-28 21:00:00+00:00,53.0,1.2,5.9,µg/m³,23.0,5.0,6.0,23.0
1216,Sofienbergparken,2024-04-28 22:00:00+00:00,57.0,6.0,3.7,µg/m³,25.0,25.0,3.0,25.0
1217,Sofienbergparken,2024-04-28 23:00:00+00:00,59.0,3.4,3.4,µg/m³,26.0,14.0,3.0,26.0
1218,Sofienbergparken,2024-04-29 00:00:00+00:00,60.0,4.4,2.4,µg/m³,26.0,18.0,2.0,26.0
1219,Sofienbergparken,2024-04-29 01:00:00+00:00,56.0,4.3,2.8,µg/m³,24.0,18.0,3.0,24.0
1220,Sofienbergparken,2024-04-29 02:00:00+00:00,57.0,4.7,2.9,µg/m³,25.0,20.0,3.0,25.0
1221,Sofienbergparken,2024-04-29 03:00:00+00:00,53.0,4.8,5.4,µg/m³,23.0,20.0,5.0,23.0
1222,Sofienbergparken,2024-04-29 04:00:00+00:00,50.0,3.3,8.9,µg/m³,22.0,14.0,8.0,22.0
1223,Sofienbergparken,2024-04-29 05:00:00+00:00,45.0,5.8,16.0,µg/m³,19.0,24.0,15.0,24.0
1224,Sofienbergparken,2024-04-29 06:00:00+00:00,66.0,6.3,10.0,µg/m³,29.0,26.0,9.0,29.0
1225,Sofienbergparken,2024-04-29 07:00:00+00:00,76.0,3.0,8.9,µg/m³,33.0,12.0,8.0,33.0
1226,Sofienbergparken,2024-04-29 08:00:00+00:00,78.0,2.6,9.3,µg/m³,34.0,11.0,9.0,34.0
1227,Sofienbergparken,2024-04-29 09:00:00+00:00,74.0,3.7,9.0,µg/m³,32.0,15.0,8.0,32.0
1228,Sofienbergparken,2024-04-29 10:00:00+00:00,250.0,4.8,6.4,µg/m³,212.0,20.0,6.0,212.0
1229,Sofienbergparken,2024-04-29 11:00:00+00:00,77.0,2.5,6.3,µg/m³,33.0,10.0,6.0,33.0
1230,Sofienbergparken,2024-04-29 12:00:00+00:00,85.0,3.2,5.5,µg/m³,37.0,13.0,5.0,37.0
1231,Sofienbergparken,2024-04-29 13:00:00+00:00,88.0,2.5,4.8,µg/m³,38.0,10.0,5.0,38.0
1232,Sofienbergparken,2024-04-29 14:00:00+00:00,87.0,4.5,7.3,µg/m³,38.0,19.0,7.0,38.0
1233,Sofienbergparken,2024-04-29 15:00:00+00:00,89.0,4.6,4.2,µg/m³,39.0,19.0,4.0,39.0
1234,Sofienbergparken,2024-04-29 16:00:00+00:00,87.0,5.3,6.9,µg/m³,38.0,22.0,7.0,38.0
1235,Sofienbergparken,2024-04-29 17:00:00+00:00,89.0,7.9,5.2,µg/m³,39.0,33.0,5.0,39.0
1236,Sofienbergparken,2024-04-29 18:00:00+00:00,91.0,5.7,5.8,µg/m³,39.0,24.0,5.0,39.0
1237,Sofienbergparken,2024-04-29 19:00:00+00:00,93.0,6.5,6.1,µg/m³,40.0,27.0,6.0,40.0
1238,Sofienbergparken,2024-04-29 20:00:00+00:00,91.0,7.7,6.3,µg/m³,39.0,32.0,6.0,39.0
1239,Sofienbergparken,2024-04-29 21:00:00+00:00,85.0,7.3,8.1,µg/m³,37.0,30.0,8.0,37.0
1240,Sofienbergparken,2024-04-29 22:00:00+00:00,82.0,5.1,6.6,µg/m³,35.0,21.0,6.0,35.0
1241,Sofienbergparken,2024-04-29 23:00:00+00:00,89.0,7.8,3.5,µg/m³,39.0,32.0,3.0,39.0
1242,Sofienbergparken,2024-04-30 00:00:00+00:00,92.0,11.0,2.8,µg/m³,40.0,46.0,3.0,46.0
1243,Sofienbergparken,2024-05-01 01:00:00+00:00,69.0,5.3,5.5,µg/m³,30.0,22.0,5.0,30.0
1244,Sofienbergparken,2024-05-01 02:00:00+00:00,68.0,4.1,4.6,µg/m³,29.0,17.0,4.0,29.0
1245,Sofienbergparken,2024-05-01 03:00:00+00:00,68.0,4.0,2.8,µg/m³,29.0,17.0,3.0,29.0
1246,Sofienbergparken,2024-05-01 04:00:00+00:00,65.0,2.4,3.5,µg/m³,28.0,10.0,3.0,28.0
1247,Sofienbergparken,2024-05-01 05:00:00+00:00,67.0,5.0,2.6,µg/m³,29.0,21.0,2.0,29.0
1248,Sofienbergparken,2024-05-01 06:00:00+00:00,71.0,-0.063,2.9,µg/m³,31.0,,3.0,31.0
1249,Sofienbergparken,2024-05-01 07:00:00+00:00,78.0,3.3,2.9,µg/m³,34.0,14.0,3.0,34.0
1250,Sofienbergparken,2024-05-01 08:00:00+00:00,87.0,3.9,2.0,µg/m³,38.0,16.0,2.0,38.0
1251,Sofienbergparken,2024-05-01 09:00:00+00:00,83.0,5.1,2.8,µg/m³,36.0,21.0,3.0,36.0
1252,Sofienbergparken,2024-05-01 10:00:00+00:00,83.0,5.3,5.1,µg/m³,36.0,22.0,5.0,36.0
1253,Sofienbergparken,2024-05-01 11:00:00+00:00,89.0,2.5,3.0,µg/m³,39.0,10.0,3.0,39.0
1254,Sofienbergparken,2024-05-01 12:00:00+00:00,90.0,1.7,3.3,µg/m³,39.0,7.0,3.0,39.0
1255,Sofienbergparken,2024-05-01 13:00:00+00:00,90.0,2.2,3.1,µg/m³,39.0,9.0,3.0,39.0
1256,Sofienbergparken,2024-05-01 14:00:00+00:00,91.0,1.6,3.2,µg/m³,39.0,7.0,3.0,39.0
1257,Sofienbergparken,2024-05-01 15:00:00+00:00,94.0,-0.39,2.6,µg/m³,41.0,,2.0,41.0
1258,Sofienbergparken,2024-05-01 16:00:00+00:00,94.0,2.0,3.4,µg/m³,41.0,8.0,3.0,41.0
1259,Sofienbergparken,2024-05-01 17:00:00+00:00,94.0,5.3,3.2,µg/m³,41.0,22.0,3.0,41.0
1260,Sofienbergparken,2024-05-01 18:00:00+00:00,90.0,2.5,5.2,µg/m³,39.0,10.0,5.0,39.0
1261,Sofienbergparken,2024-05-01 19:00:00+00:00,86.0,5.1,6.2,µg/m³,37.0,21.0,6.0,37.0
1262,Sofienbergparken,2024-05-01 20:00:00+00:00,80.0,4.2,8.7,µg/m³,35.0,18.0,8.0,35.0
1263,Sofienbergparken,2024-05-01 21:00:00+00:00,67.0,5.7,13.0,µg/m³,29.0,24.0,12.0,29.0
1264,Sofienbergparken,2024-05-01 22:00:00+00:00,61.0,6.6,8.6,µg/m³,26.0,28.0,8.0,28.0
1265,Sofienbergparken,2024-05-01 23:00:00+00:00,57.0,3.2,6.3,µg/m³,25.0,13.0,6.0,25.0
1266,Sofienbergparken,2024-05-02 00:00:00+00:00,54.0,6.9,8.0,µg/m³,23.0,29.0,8.0,29.0
1267,Sofienbergparken,2024-05-02 01:00:00+00:00,58.0,5.9,3.3,µg/m³,25.0,25.0,3.0,25.0
1268,Sofienbergparken,2024-05-02 02:00:00+00:00,61.0,1.7,2.2,µg/m³,26.0,7.0,2.0,26.0
1269,Sofienbergparken,2024-05-02 03:00:00+00:00,60.0,1.6,2.7,µg/m³,26.0,7.0,3.0,26.0
1270,Sofienbergparken,2024-05-02 04:00:00+00:00,59.0,2.6,4.1,µg/m³,26.0,11.0,4.0,26.0
1271,Sofienbergparken,2024-05-02 05:00:00+00:00,57.0,1.3,6.5,µg/m³,25.0,5.0,6.0,25.0
1272,Sofienbergparken,2024-05-02 06:00:00+00:00,60.0,2.4,11.0,µg/m³,26.0,10.0,10.0,26.0
1273,Sofienbergparken,2024-05-02 07:00:00+00:00,77.0,3.1,6.5,µg/m³,33.0,13.0,6.0,33.0
1274,Sofienbergparken,2024-05-02 08:00:00+00:00,77.0,5.8,7.0,µg/m³,33.0,24.0,7.0,33.0
1275,Sofienbergparken,2024-05-02 09:00:00+00:00,77.0,3.3,6.4,µg/m³,33.0,14.0,6.0,33.0
1276,Sofienbergparken,2024-05-02 10:00:00+00:00,79.0,2.9,5.4,µg/m³,34.0,12.0,5.0,34.0
1277,Sofienbergparken,2024-05-02 11:00:00+00:00,82.0,5.6,5.9,µg/m³,35.0,23.0,6.0,35.0
1278,Sofienbergparken,2024-05-02 12:00:00+00:00,84.0,0.59,3.6,µg/m³,36.0,2.0,3.0,36.0
1279,Sofienbergparken,2024-05-02 13:00:00+00:00,86.0,1.9,4.2,µg/m³,37.0,8.0,4.0,37.0
1280,Sofienbergparken,2024-05-02 14:00:00+00:00,86.0,-0.2,5.8,µg/m³,37.0,,5.0,37.0
1281,Sofienbergparken,2024-05-02 15:00:00+00:00,87.0,1.9,5.9,µg/m³,38.0,8.0,6.0,38.0
1282,Sofienbergparken,2024-05-02 16:00:00+00:00,91.0,5.0,5.3,µg/m³,39.0,21.0,5.0,39.0
1283,Sofienbergparken,2024-05-02 17:00:00+00:00,95.0,3.5,6.2,µg/m³,41.0,15.0,6.0,41.0
1284,Sofienbergparken,2024-05-02 18:00:00+00:00,92.0,5.1,8.5,µg/m³,40.0,21.0,8.0,40.0
1285,Sofienbergparken,2024-05-02 19:00:00+00:00,88.0,4.3,7.7,µg/m³,38.0,18.0,7.0,38.0
1286,Sofienbergparken,2024-05-02 20:00:00+00:00,71.0,4.1,16.0,µg/m³,31.0,17.0,15.0,31.0
1287,Sofienbergparken,2024-05-02 21:00:00+00:00,65.0,7.4,17.0,µg/m³,28.0,31.0,16.0,31.0
1288,Sofienbergparken,2024-05-02 22:00:00+00:00,62.0,7.6,11.0,µg/m³,27.0,32.0,10.0,32.0
1289,Sofienbergparken,2024-05-02 23:00:00+00:00,62.0,6.5,7.0,µg/m³,27.0,27.0,7.0,27.0
1290,Sofienbergparken,2024-05-03 00:00:00+00:00,60.0,3.2,5.0,µg/m³,26.0,13.0,5.0,26.0
1291,Sofienbergparken,2024-05-03 01:00:00+00:00,57.0,3.0,4.1,µg/m³,25.0,12.0,4.0,25.0
1292,Sofienbergparken,2024-05-03 02:00:00+00:00,56.0,3.6,3.7,µg/m³,24.0,15.0,3.0,24.0
1293,Sofienbergparken,2024-05-03 03:00:00+00:00,56.0,5.0,4.1,µg/m³,24.0,21.0,4.0,24.0
1294,Sofienbergparken,2024-05-03 04:00:00+00:00,54.0,3.2,4.0,µg/m³,23.0,13.0,4.0,23.0
1295,Sofienbergparken,2024-05-03 05:00:00+00:00,51.0,2.6,8.0,µg/m³,22.0,11.0,8.0,22.0
1296,Sofienbergparken,2024-05-03 06:00:00+00:00,43.0,5.2,21.0,µg/m³,19.0,22.0,20.0,22.0
1297,Sofienbergparken,2024-05-03 07:00:00+00:00,64.0,4.8,14.0,µg/m³,28.0,20.0,13.0,28.0
1298,Sofienbergparken,2024-05-03 08:00:00+00:00,82.0,2.9,7.0,µg/m³,35.0,12.0,7.0,35.0
1299,Sofienbergparken,2024-05-03 09:00:00+00:00,88.0,2.1,6.5,µg/m³,38.0,9.0,6.0,38.0
1300,Sofienbergparken,2024-05-03 10:00:00+00:00,88.0,3.5,7.9,µg/m³,38.0,15.0,7.0,38.0
1301,Sofienbergparken,2024-05-03 11:00:00+00:00,96.0,6.2,4.4,µg/m³,42.0,26.0,4.0,42.0
1302,Sofienbergparken,2024-05-03 12:00:00+00:00,96.0,4.4,5.4,µg/m³,42.0,18.0,5.0,42.0
1303,Sofienbergparken,2024-05-03 13:00:00+00:00,99.0,3.4,5.2,µg/m³,43.0,14.0,5.0,43.0
1304,Sofienbergparken,2024-05-03 14:00:00+00:00,100.0,0.59,4.5,µg/m³,43.0,2.0,4.0,43.0
1305,Sofienbergparken,2024-05-03 15:00:00+00:00,100.0,0.53,4.7,µg/m³,43.0,2.0,4.0,43.0
1306,Sofienbergparken,2024-05-03 16:00:00+00:00,100.0,2.6,4.1,µg/m³,43.0,11.0,4.0,43.0
1307,Sofienbergparken,2024-05-03 17:00:00+00:00,98.0,3.7,3.2,µg/m³,42.0,15.0,3.0,42.0
1308,Sofienbergparken,2024-05-03 18:00:00+00:00,98.0,3.9,5.2,µg/m³,42.0,16.0,5.0,42.0
1309,Sofienbergparken,2024-05-03 19:00:00+00:00,91.0,4.3,8.2,µg/m³,39.0,18.0,8.0,39.0
1310,Sofienbergparken,2024-05-03 20:00:00+00:00,63.0,7.1,25.0,µg/m³,27.0,30.0,24.0,30.0
1311,Sofienbergparken,2024-05-03 21:00:00+00:00,45.0,12.0,26.0,µg/m³,19.0,50.0,25.0,50.0
1312,Sofienbergparken,2024-05-03 22:00:00+00:00,53.0,8.1,12.0,µg/m³,23.0,34.0,11.0,34.0
1313,Sofienbergparken,2024-05-03 23:00:00+00:00,59.0,4.6,6.9,µg/m³,26.0,19.0,7.0,26.0
1314,Sofienbergparken,2024-05-04 00:00:00+00:00,59.0,3.7,6.3,µg/m³,26.0,15.0,6.0,26.0
1315,Sofienbergparken,2024-05-04 01:00:00+00:00,58.0,5.0,5.3,µg/m³,25.0,21.0,5.0,25.0
1316,Sofienbergparken,2024-05-04 02:00:00+00:00,59.0,5.3,4.5,µg/m³,26.0,22.0,4.0,26.0
1317,Sofienbergparken,2024-05-04 03:00:00+00:00,58.0,4.3,4.2,µg/m³,25.0,18.0,4.0,25.0
1318,Sofienbergparken,2024-05-04 04:00:00+00:00,58.0,6.2,3.9,µg/m³,25.0,26.0,4.0,26.0
1319,Sofienbergparken,2024-05-04 05:00:00+00:00,58.0,4.2,4.6,µg/m³,25.0,18.0,4.0,25.0
1320,Sofienbergparken,2024-05-04 06:00:00+00:00,56.0,4.1,5.8,µg/m³,24.0,17.0,5.0,24.0
1321,Sofienbergparken,2024-05-04 07:00:00+00:00,59.0,6.7,7.1,µg/m³,26.0,28.0,7.0,28.0
1322,Sofienbergparken,2024-05-04 08:00:00+00:00,65.0,5.0,7.9,µg/m³,28.0,21.0,7.0,28.0
1323,Sofienbergparken,2024-05-04 09:00:00+00:00,66.0,3.8,14.0,µg/m³,29.0,16.0,13.0,29.0
1324,Sofienbergparken,2024-05-04 10:00:00+00:00,56.0,5.2,27.0,µg/m³,24.0,22.0,25.0,25.0
1325,Sofienbergparken,2024-05-04 11:00:00+00:00,88.0,3.9,12.0,µg/m³,38.0,16.0,11.0,38.0
1326,Sofienbergparken,2024-05-04 12:00:00+00:00,100.0,6.3,8.8,µg/m³,43.0,26.0,8.0,43.0
1327,Sofienbergparken,2024-05-04 13:00:00+00:00,100.0,3.9,12.0,µg/m³,43.0,16.0,11.0,43.0
1328,Sofienbergparken,2024-05-04 14:00:00+00:00,100.0,2.4,7.7,µg/m³,43.0,10.0,7.0,43.0
1329,Sofienbergparken,2024-05-04 15:00:00+00:00,110.0,5.4,5.9,µg/m³,48.0,23.0,6.0,48.0
1330,Sofienbergparken,2024-05-04 16:00:00+00:00,110.0,4.8,4.3,µg/m³,48.0,20.0,4.0,48.0
1331,Sofienbergparken,2024-05-04 17:00:00+00:00,110.0,7.1,5.1,µg/m³,48.0,30.0,5.0,48.0
1332,Sofienbergparken,2024-05-04 18:00:00+00:00,110.0,12.0,4.9,µg/m³,48.0,50.0,5.0,50.0
1333,Sofienbergparken,2024-05-04 19:00:00+00:00,92.0,12.0,12.0,µg/m³,40.0,50.0,11.0,50.0
1334,Sofienbergparken,2024-05-04 20:00:00+00:00,90.0,7.4,7.7,µg/m³,39.0,31.0,7.0,39.0
1335,Sofienbergparken,2024-05-04 21:00:00+00:00,78.0,16.0,13.0,µg/m³,34.0,59.0,12.0,59.0
1336,Sofienbergparken,2024-05-04 22:00:00+00:00,76.0,9.3,13.0,µg/m³,33.0,39.0,12.0,39.0
1337,Sofienbergparken,2024-05-04 23:00:00+00:00,78.0,8.8,11.0,µg/m³,34.0,37.0,10.0,37.0
1338,Sofienbergparken,2024-05-05 00:00:00+00:00,78.0,7.2,9.6,µg/m³,34.0,30.0,9.0,34.0
1339,Sofienbergparken,2024-05-05 01:00:00+00:00,80.0,7.0,7.7,µg/m³,35.0,29.0,7.0,35.0
1340,Sofienbergparken,2024-05-05 02:00:00+00:00,78.0,7.9,10.0,µg/m³,34.0,33.0,9.0,34.0
1341,Sofienbergparken,2024-05-05 03:00:00+00:00,75.0,7.4,8.1,µg/m³,32.0,31.0,8.0,32.0
1342,Sofienbergparken,2024-05-05 04:00:00+00:00,65.0,8.1,12.0,µg/m³,28.0,34.0,11.0,34.0
1343,Sofienbergparken,2024-05-05 05:00:00+00:00,61.0,9.6,10.0,µg/m³,26.0,40.0,9.0,40.0
1344,Sofienbergparken,2024-05-05 06:00:00+00:00,63.0,17.0,6.8,µg/m³,27.0,61.0,6.0,61.0
1345,Sofienbergparken,2024-05-05 07:00:00+00:00,69.0,12.0,4.6,µg/m³,30.0,50.0,4.0,50.0
1346,Sofienbergparken,2024-05-05 08:00:00+00:00,72.0,12.0,4.4,µg/m³,31.0,50.0,4.0,50.0
1347,Sofienbergparken,2024-05-05 09:00:00+00:00,74.0,11.0,5.4,µg/m³,32.0,46.0,5.0,46.0
1348,Sofienbergparken,2024-05-05 10:00:00+00:00,77.0,9.3,4.3,µg/m³,33.0,39.0,4.0,39.0
1349,Sofienbergparken,2024-05-05 11:00:00+00:00,74.0,15.0,7.2,µg/m³,32.0,57.0,7.0,57.0
1350,Sofienbergparken,2024-05-05 12:00:00+00:00,73.0,12.0,6.3,µg/m³,32.0,50.0,6.0,50.0
1351,Sofienbergparken,2024-05-05 13:00:00+00:00,69.0,15.0,7.8,µg/m³,30.0,57.0,7.0,57.0
1352,Sofienbergparken,2024-05-05 14:00:00+00:00,58.0,8.3,22.0,µg/m³,25.0,35.0,21.0,35.0
1353,Sofienbergparken,2024-05-05 15:00:00+00:00,68.0,11.0,8.9,µg/m³,29.0,46.0,8.0,46.0
1354,Sofienbergparken,2024-05-05 16:00:00+00:00,67.0,10.0,8.2,µg/m³,29.0,42.0,8.0,42.0
1355,Sofienbergparken,2024-05-05 17:00:00+00:00,68.0,11.0,11.0,µg/m³,29.0,46.0,10.0,46.0
1356,Sofienbergparken,2024-05-05 18:00:00+00:00,63.0,11.0,13.0,µg/m³,27.0,46.0,12.0,46.0
1357,Sofienbergparken,2024-05-05 19:00:00+00:00,53.0,13.0,17.0,µg/m³,23.0,53.0,16.0,53.0
1358,Sofienbergparken,2024-05-05 20:00:00+00:00,41.0,13.0,22.0,µg/m³,18.0,53.0,21.0,53.0
1359,Sofienbergparken,2024-05-05 21:00:00+00:00,48.0,12.0,11.0,µg/m³,21.0,50.0,10.0,50.0
1360,Sofienbergparken,2024-05-05 22:00:00+00:00,72.0,7.5,4.6,µg/m³,31.0,31.0,4.0,31.0
